Time,Bezirk,AnzahlFaelle
20.03.2020 00:00:00,Innsbruck-Stadt,30
20.03.2020 00:00:00,Imst,7
20.03.2020 00:00:00,Innsbruck-Land,15
20.03.2020 00:00:00,Kitzbühel,15
20.03.2020 00:00:00,Kufstein,11
20.03.2020 00:00:00,Landeck,24
20.03.2020 00:00:00,Lienz,4
20.03.2020 00:00:00,Reutte,0
20.03.2020 00:00:00,Schwaz,15
20.03.2020 00:00:00,Bludenz,11
20.03.2020 00:00:00,Bregenz,10
20.03.2020 00:00:00,Dornbirn,2
20.03.2020 00:00:00,Feldkirch,12
20.03.2020 00:00:00,Wien,68
21.03.2020 00:00:00,Eisenstadt(Stadt),1
21.03.2020 00:00:00,Rust(Stadt),0
21.03.2020 00:00:00,Eisenstadt-Umgebung,1
21.03.2020 00:00:00,Güssing,0
21.03.2020 00:00:00,Jennersdorf,1
21.03.2020 00:00:00,Mattersburg,2
21.03.2020 00:00:00,Neusiedl am See,4
21.03.2020 00:00:00,Oberpullendorf,1
21.03.2020 00:00:00,Oberwart,8
21.03.2020 00:00:00,Klagenfurt Stadt,3
21.03.2020 00:00:00,Villach Stadt,4
21.03.2020 00:00:00,Hermagor,0
21.03.2020 00:00:00,Klagenfurt Land,1
21.03.2020 00:00:00,Sankt Veit an der Glan,0
21.03.2020 00:00:00,Spittal an der Drau,0
21.03.2020 00:00:00,Villach Land,4
21.03.2020 00:00:00,Völkermarkt,7
21.03.2020 00:00:00,Wolfsberg,3
21.03.2020 00:00:00,Feldkirchen,0
21.03.2020 00:00:00,Krems an der Donau(Stadt),0
21.03.2020 00:00:00,Sankt Pölten(Stadt),0
21.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
21.03.2020 00:00:00,Wiener Neustadt(Stadt),0
21.03.2020 00:00:00,Amstetten,8
21.03.2020 00:00:00,Baden,5
21.03.2020 00:00:00,Bruck an der Leitha,4
21.03.2020 00:00:00,Gänserndorf,4
21.03.2020 00:00:00,Gmünd,1
21.03.2020 00:00:00,Hollabrunn,0
21.03.2020 00:00:00,Horn,0
21.03.2020 00:00:00,Korneuburg,3
21.03.2020 00:00:00,Krems(Land),4
21.03.2020 00:00:00,Lilienfeld,1
21.03.2020 00:00:00,Melk,5
21.03.2020 00:00:00,Mistelbach,6
21.03.2020 00:00:00,Mödling,0
21.03.2020 00:00:00,Neunkirchen,7
21.03.2020 00:00:00,Sankt Pölten(Land),2
21.03.2020 00:00:00,Scheibbs,2
21.03.2020 00:00:00,Tulln,3
21.03.2020 00:00:00,Waidhofen an der Thaya,0
21.03.2020 00:00:00,Wiener Neustadt(Land),2
21.03.2020 00:00:00,Zwettl,1
21.03.2020 00:00:00,Linz(Stadt),8
21.03.2020 00:00:00,Steyr(Stadt),2
21.03.2020 00:00:00,Wels(Stadt),0
21.03.2020 00:00:00,Braunau am Inn,2
21.03.2020 00:00:00,Eferding,1
21.03.2020 00:00:00,Freistadt,4
21.03.2020 00:00:00,Gmunden,2
21.03.2020 00:00:00,Grieskirchen,0
21.03.2020 00:00:00,Kirchdorf an der Krems,1
21.03.2020 00:00:00,Linz-Land,11
21.03.2020 00:00:00,Perg,35
21.03.2020 00:00:00,Ried im Innkreis,0
21.03.2020 00:00:00,Rohrbach,4
21.03.2020 00:00:00,Schärding,3
21.03.2020 00:00:00,Steyr-Land,6
21.03.2020 00:00:00,Urfahr-Umgebung,10
21.03.2020 00:00:00,Vöcklabruck,5
21.03.2020 00:00:00,Wels-Land,2
21.03.2020 00:00:00,Salzburg(Stadt),3
21.03.2020 00:00:00,Hallein,2
21.03.2020 00:00:00,Salzburg-Umgebung,4
21.03.2020 00:00:00,Sankt Johann im Pongau,23
21.03.2020 00:00:00,Tamsweg,0
21.03.2020 00:00:00,Zell am See,0
21.03.2020 00:00:00,Graz(Stadt),16
21.03.2020 00:00:00,Deutschlandsberg,1
21.03.2020 00:00:00,Graz-Umgebung,10
21.03.2020 00:00:00,Leibnitz,7
21.03.2020 00:00:00,Leoben,0
21.03.2020 00:00:00,Liezen,4
21.03.2020 00:00:00,Murau,0
21.03.2020 00:00:00,Voitsberg,1
21.03.2020 00:00:00,Weiz,6
21.03.2020 00:00:00,Murtal,1
21.03.2020 00:00:00,Bruck-Mürzzuschlag,0
21.03.2020 00:00:00,Hartberg-Fürstenfeld,14
21.03.2020 00:00:00,Südoststeiermark,1
21.03.2020 00:00:00,Innsbruck-Stadt,30
21.03.2020 00:00:00,Imst,13
21.03.2020 00:00:00,Innsbruck-Land,32
21.03.2020 00:00:00,Kitzbühel,29
21.03.2020 00:00:00,Kufstein,35
21.03.2020 00:00:00,Landeck,31
21.03.2020 00:00:00,Lienz,2
21.03.2020 00:00:00,Reutte,4
21.03.2020 00:00:00,Schwaz,25
21.03.2020 00:00:00,Bludenz,10
21.03.2020 00:00:00,Bregenz,4
21.03.2020 00:00:00,Dornbirn,8
21.03.2020 00:00:00,Feldkirch,13
21.03.2020 00:00:00,Wien,23
22.03.2020 00:00:00,Eisenstadt(Stadt),2
22.03.2020 00:00:00,Rust(Stadt),0
22.03.2020 00:00:00,Eisenstadt-Umgebung,1
22.03.2020 00:00:00,Güssing,0
22.03.2020 00:00:00,Jennersdorf,0
22.03.2020 00:00:00,Mattersburg,1
22.03.2020 00:00:00,Neusiedl am See,3
22.03.2020 00:00:00,Oberpullendorf,2
22.03.2020 00:00:00,Oberwart,3
22.03.2020 00:00:00,Klagenfurt Stadt,1
22.03.2020 00:00:00,Villach Stadt,0
22.03.2020 00:00:00,Hermagor,0
22.03.2020 00:00:00,Klagenfurt Land,2
22.03.2020 00:00:00,Sankt Veit an der Glan,4
22.03.2020 00:00:00,Spittal an der Drau,0
22.03.2020 00:00:00,Villach Land,1
22.03.2020 00:00:00,Völkermarkt,5
22.03.2020 00:00:00,Wolfsberg,1
22.03.2020 00:00:00,Feldkirchen,1
22.03.2020 00:00:00,Krems an der Donau(Stadt),0
22.03.2020 00:00:00,Sankt Pölten(Stadt),2
22.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
22.03.2020 00:00:00,Wiener Neustadt(Stadt),2
22.03.2020 00:00:00,Amstetten,12
22.03.2020 00:00:00,Baden,9
22.03.2020 00:00:00,Bruck an der Leitha,2
22.03.2020 00:00:00,Gänserndorf,9
22.03.2020 00:00:00,Gmünd,1
22.03.2020 00:00:00,Hollabrunn,0
22.03.2020 00:00:00,Horn,0
22.03.2020 00:00:00,Korneuburg,6
22.03.2020 00:00:00,Krems(Land),7
22.03.2020 00:00:00,Lilienfeld,1
22.03.2020 00:00:00,Melk,5
22.03.2020 00:00:00,Mistelbach,6
22.03.2020 00:00:00,Mödling,11
22.03.2020 00:00:00,Neunkirchen,23
22.03.2020 00:00:00,Sankt Pölten(Land),10
22.03.2020 00:00:00,Scheibbs,5
22.03.2020 00:00:00,Tulln,2
22.03.2020 00:00:00,Waidhofen an der Thaya,0
22.03.2020 00:00:00,Wiener Neustadt(Land),2
22.03.2020 00:00:00,Zwettl,1
22.03.2020 00:00:00,Linz(Stadt),7
22.03.2020 00:00:00,Steyr(Stadt),1
22.03.2020 00:00:00,Wels(Stadt),4
22.03.2020 00:00:00,Braunau am Inn,1
22.03.2020 00:00:00,Eferding,0
22.03.2020 00:00:00,Freistadt,7
22.03.2020 00:00:00,Gmunden,1
22.03.2020 00:00:00,Grieskirchen,1
22.03.2020 00:00:00,Kirchdorf an der Krems,1
22.03.2020 00:00:00,Linz-Land,8
22.03.2020 00:00:00,Perg,12
22.03.2020 00:00:00,Ried im Innkreis,1
22.03.2020 00:00:00,Rohrbach,18
22.03.2020 00:00:00,Schärding,2
22.03.2020 00:00:00,Steyr-Land,6
22.03.2020 00:00:00,Urfahr-Umgebung,13
22.03.2020 00:00:00,Vöcklabruck,4
22.03.2020 00:00:00,Wels-Land,3
22.03.2020 00:00:00,Salzburg(Stadt),11
22.03.2020 00:00:00,Hallein,10
22.03.2020 00:00:00,Salzburg-Umgebung,15
22.03.2020 00:00:00,Sankt Johann im Pongau,50
22.03.2020 00:00:00,Tamsweg,4
22.03.2020 00:00:00,Zell am See,47
22.03.2020 00:00:00,Graz(Stadt),11
22.03.2020 00:00:00,Deutschlandsberg,0
22.03.2020 00:00:00,Graz-Umgebung,4
22.03.2020 00:00:00,Leibnitz,8
22.03.2020 00:00:00,Leoben,1
22.03.2020 00:00:00,Liezen,8
22.03.2020 00:00:00,Murau,0
22.03.2020 00:00:00,Voitsberg,0
22.03.2020 00:00:00,Weiz,6
22.03.2020 00:00:00,Murtal,0
22.03.2020 00:00:00,Bruck-Mürzzuschlag,1
22.03.2020 00:00:00,Hartberg-Fürstenfeld,1
22.03.2020 00:00:00,Südoststeiermark,1
22.03.2020 00:00:00,Innsbruck-Stadt,17
22.03.2020 00:00:00,Imst,12
22.03.2020 00:00:00,Innsbruck-Land,6
22.03.2020 00:00:00,Kitzbühel,4
22.03.2020 00:00:00,Kufstein,8
22.03.2020 00:00:00,Landeck,20
22.03.2020 00:00:00,Lienz,4
22.03.2020 00:00:00,Reutte,4
22.03.2020 00:00:00,Schwaz,5
22.03.2020 00:00:00,Bludenz,12
22.03.2020 00:00:00,Bregenz,11
22.03.2020 00:00:00,Dornbirn,6
22.03.2020 00:00:00,Feldkirch,16
22.03.2020 00:00:00,Wien,82
23.03.2020 00:00:00,Eisenstadt(Stadt),4
23.03.2020 00:00:00,Rust(Stadt),0
23.03.2020 00:00:00,Eisenstadt-Umgebung,0
23.03.2020 00:00:00,Güssing,0
23.03.2020 00:00:00,Jennersdorf,1
23.03.2020 00:00:00,Mattersburg,3
23.03.2020 00:00:00,Neusiedl am See,5
23.03.2020 00:00:00,Oberpullendorf,2
23.03.2020 00:00:00,Oberwart,7
23.03.2020 00:00:00,Klagenfurt Stadt,6
23.03.2020 00:00:00,Villach Stadt,0
23.03.2020 00:00:00,Hermagor,1
23.03.2020 00:00:00,Klagenfurt Land,4
23.03.2020 00:00:00,Sankt Veit an der Glan,3
23.03.2020 00:00:00,Spittal an der Drau,0
23.03.2020 00:00:00,Villach Land,1
23.03.2020 00:00:00,Völkermarkt,2
23.03.2020 00:00:00,Wolfsberg,4
23.03.2020 00:00:00,Feldkirchen,2
23.03.2020 00:00:00,Krems an der Donau(Stadt),3
23.03.2020 00:00:00,Sankt Pölten(Stadt),1
23.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),1
23.03.2020 00:00:00,Wiener Neustadt(Stadt),4
23.03.2020 00:00:00,Amstetten,13
23.03.2020 00:00:00,Baden,9
23.03.2020 00:00:00,Bruck an der Leitha,0
23.03.2020 00:00:00,Gänserndorf,2
23.03.2020 00:00:00,Gmünd,0
23.03.2020 00:00:00,Hollabrunn,0
23.03.2020 00:00:00,Horn,0
23.03.2020 00:00:00,Korneuburg,2
23.03.2020 00:00:00,Krems(Land),5
23.03.2020 00:00:00,Lilienfeld,1
23.03.2020 00:00:00,Melk,3
23.03.2020 00:00:00,Mistelbach,5
23.03.2020 00:00:00,Mödling,7
23.03.2020 00:00:00,Neunkirchen,1
23.03.2020 00:00:00,Sankt Pölten(Land),5
23.03.2020 00:00:00,Scheibbs,2
23.03.2020 00:00:00,Tulln,4
23.03.2020 00:00:00,Waidhofen an der Thaya,1
23.03.2020 00:00:00,Wiener Neustadt(Land),0
23.03.2020 00:00:00,Zwettl,2
23.03.2020 00:00:00,Linz(Stadt),17
23.03.2020 00:00:00,Steyr(Stadt),1
23.03.2020 00:00:00,Wels(Stadt),4
23.03.2020 00:00:00,Braunau am Inn,0
23.03.2020 00:00:00,Eferding,1
23.03.2020 00:00:00,Freistadt,5
23.03.2020 00:00:00,Gmunden,2
23.03.2020 00:00:00,Grieskirchen,0
23.03.2020 00:00:00,Kirchdorf an der Krems,1
23.03.2020 00:00:00,Linz-Land,4
23.03.2020 00:00:00,Perg,5
23.03.2020 00:00:00,Ried im Innkreis,3
23.03.2020 00:00:00,Rohrbach,3
23.03.2020 00:00:00,Schärding,4
23.03.2020 00:00:00,Steyr-Land,1
23.03.2020 00:00:00,Urfahr-Umgebung,12
23.03.2020 00:00:00,Vöcklabruck,8
23.03.2020 00:00:00,Wels-Land,4
23.03.2020 00:00:00,Salzburg(Stadt),13
23.03.2020 00:00:00,Hallein,6
23.03.2020 00:00:00,Salzburg-Umgebung,13
23.03.2020 00:00:00,Sankt Johann im Pongau,9
23.03.2020 00:00:00,Tamsweg,0
23.03.2020 00:00:00,Zell am See,9
23.03.2020 00:00:00,Graz(Stadt),14
23.03.2020 00:00:00,Deutschlandsberg,0
23.03.2020 00:00:00,Graz-Umgebung,5
23.03.2020 00:00:00,Leibnitz,4
23.03.2020 00:00:00,Leoben,0
23.03.2020 00:00:00,Liezen,1
23.03.2020 00:00:00,Murau,0
23.03.2020 00:00:00,Voitsberg,10
23.03.2020 00:00:00,Weiz,5
23.03.2020 00:00:00,Murtal,0
23.03.2020 00:00:00,Bruck-Mürzzuschlag,5
23.03.2020 00:00:00,Hartberg-Fürstenfeld,5
23.03.2020 00:00:00,Südoststeiermark,1
23.03.2020 00:00:00,Innsbruck-Stadt,43
23.03.2020 00:00:00,Imst,21
23.03.2020 00:00:00,Innsbruck-Land,23
23.03.2020 00:00:00,Kitzbühel,18
23.03.2020 00:00:00,Kufstein,20
23.03.2020 00:00:00,Landeck,62
23.03.2020 00:00:00,Lienz,4
23.03.2020 00:00:00,Reutte,7
23.03.2020 00:00:00,Schwaz,16
23.03.2020 00:00:00,Bludenz,15
23.03.2020 00:00:00,Bregenz,15
23.03.2020 00:00:00,Dornbirn,13
23.03.2020 00:00:00,Feldkirch,18
23.03.2020 00:00:00,Wien,120
24.03.2020 00:00:00,Eisenstadt(Stadt),0
24.03.2020 00:00:00,Rust(Stadt),0
24.03.2020 00:00:00,Eisenstadt-Umgebung,0
24.03.2020 00:00:00,Güssing,0
24.03.2020 00:00:00,Jennersdorf,0
24.03.2020 00:00:00,Mattersburg,0
24.03.2020 00:00:00,Neusiedl am See,1
24.03.2020 00:00:00,Oberpullendorf,0
24.03.2020 00:00:00,Oberwart,1
24.03.2020 00:00:00,Klagenfurt Stadt,10
24.03.2020 00:00:00,Villach Stadt,3
24.03.2020 00:00:00,Hermagor,0
24.03.2020 00:00:00,Klagenfurt Land,2
24.03.2020 00:00:00,Sankt Veit an der Glan,1
24.03.2020 00:00:00,Spittal an der Drau,2
24.03.2020 00:00:00,Villach Land,3
24.03.2020 00:00:00,Völkermarkt,1
24.03.2020 00:00:00,Wolfsberg,2
24.03.2020 00:00:00,Feldkirchen,0
24.03.2020 00:00:00,Krems an der Donau(Stadt),1
24.03.2020 00:00:00,Sankt Pölten(Stadt),3
24.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
24.03.2020 00:00:00,Wiener Neustadt(Stadt),0
24.03.2020 00:00:00,Amstetten,9
24.03.2020 00:00:00,Baden,9
24.03.2020 00:00:00,Bruck an der Leitha,7
24.03.2020 00:00:00,Gänserndorf,1
24.03.2020 00:00:00,Gmünd,2
24.03.2020 00:00:00,Hollabrunn,1
24.03.2020 00:00:00,Horn,2
24.03.2020 00:00:00,Korneuburg,6
24.03.2020 00:00:00,Krems(Land),16
24.03.2020 00:00:00,Lilienfeld,1
24.03.2020 00:00:00,Melk,5
24.03.2020 00:00:00,Mistelbach,5
24.03.2020 00:00:00,Mödling,9
24.03.2020 00:00:00,Neunkirchen,9
24.03.2020 00:00:00,Sankt Pölten(Land),22
24.03.2020 00:00:00,Scheibbs,3
24.03.2020 00:00:00,Tulln,9
24.03.2020 00:00:00,Waidhofen an der Thaya,1
24.03.2020 00:00:00,Wiener Neustadt(Land),2
24.03.2020 00:00:00,Zwettl,4
24.03.2020 00:00:00,Linz(Stadt),11
24.03.2020 00:00:00,Steyr(Stadt),3
24.03.2020 00:00:00,Wels(Stadt),3
24.03.2020 00:00:00,Braunau am Inn,5
24.03.2020 00:00:00,Eferding,5
24.03.2020 00:00:00,Freistadt,1
24.03.2020 00:00:00,Gmunden,9
24.03.2020 00:00:00,Grieskirchen,2
24.03.2020 00:00:00,Kirchdorf an der Krems,2
24.03.2020 00:00:00,Linz-Land,16
24.03.2020 00:00:00,Perg,11
24.03.2020 00:00:00,Ried im Innkreis,4
24.03.2020 00:00:00,Rohrbach,5
24.03.2020 00:00:00,Schärding,1
24.03.2020 00:00:00,Steyr-Land,8
24.03.2020 00:00:00,Urfahr-Umgebung,9
24.03.2020 00:00:00,Vöcklabruck,5
24.03.2020 00:00:00,Wels-Land,8
24.03.2020 00:00:00,Salzburg(Stadt),10
24.03.2020 00:00:00,Hallein,6
24.03.2020 00:00:00,Salzburg-Umgebung,11
24.03.2020 00:00:00,Sankt Johann im Pongau,35
24.03.2020 00:00:00,Tamsweg,4
24.03.2020 00:00:00,Zell am See,24
24.03.2020 00:00:00,Graz(Stadt),8
24.03.2020 00:00:00,Deutschlandsberg,1
24.03.2020 00:00:00,Graz-Umgebung,4
24.03.2020 00:00:00,Leibnitz,17
24.03.2020 00:00:00,Leoben,3
24.03.2020 00:00:00,Liezen,3
24.03.2020 00:00:00,Murau,0
24.03.2020 00:00:00,Voitsberg,9
24.03.2020 00:00:00,Weiz,5
24.03.2020 00:00:00,Murtal,0
24.03.2020 00:00:00,Bruck-Mürzzuschlag,5
24.03.2020 00:00:00,Hartberg-Fürstenfeld,27
24.03.2020 00:00:00,Südoststeiermark,2
24.03.2020 00:00:00,Innsbruck-Stadt,8
24.03.2020 00:00:00,Imst,19
24.03.2020 00:00:00,Innsbruck-Land,12
24.03.2020 00:00:00,Kitzbühel,14
24.03.2020 00:00:00,Kufstein,15
24.03.2020 00:00:00,Landeck,36
24.03.2020 00:00:00,Lienz,10
24.03.2020 00:00:00,Reutte,2
24.03.2020 00:00:00,Schwaz,12
24.03.2020 00:00:00,Bludenz,14
24.03.2020 00:00:00,Bregenz,12
24.03.2020 00:00:00,Dornbirn,13
24.03.2020 00:00:00,Feldkirch,10
24.03.2020 00:00:00,Wien,113
25.03.2020 00:00:00,Eisenstadt(Stadt),0
25.03.2020 00:00:00,Rust(Stadt),0
25.03.2020 00:00:00,Eisenstadt-Umgebung,0
25.03.2020 00:00:00,Güssing,0
25.03.2020 00:00:00,Jennersdorf,0
25.03.2020 00:00:00,Mattersburg,0
25.03.2020 00:00:00,Neusiedl am See,1
25.03.2020 00:00:00,Oberpullendorf,0
25.03.2020 00:00:00,Oberwart,1
25.03.2020 00:00:00,Klagenfurt Stadt,1
25.03.2020 00:00:00,Villach Stadt,0
25.03.2020 00:00:00,Hermagor,1
25.03.2020 00:00:00,Klagenfurt Land,3
25.03.2020 00:00:00,Sankt Veit an der Glan,3
25.03.2020 00:00:00,Spittal an der Drau,0
25.03.2020 00:00:00,Villach Land,3
25.03.2020 00:00:00,Völkermarkt,2
25.03.2020 00:00:00,Wolfsberg,1
25.03.2020 00:00:00,Feldkirchen,0
25.03.2020 00:00:00,Krems an der Donau(Stadt),2
25.03.2020 00:00:00,Sankt Pölten(Stadt),7
25.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),3
25.03.2020 00:00:00,Wiener Neustadt(Stadt),1
25.03.2020 00:00:00,Amstetten,13
25.03.2020 00:00:00,Baden,8
25.03.2020 00:00:00,Bruck an der Leitha,2
25.03.2020 00:00:00,Gänserndorf,3
25.03.2020 00:00:00,Gmünd,0
25.03.2020 00:00:00,Hollabrunn,0
25.03.2020 00:00:00,Horn,2
25.03.2020 00:00:00,Korneuburg,5
25.03.2020 00:00:00,Krems(Land),6
25.03.2020 00:00:00,Lilienfeld,5
25.03.2020 00:00:00,Melk,23
25.03.2020 00:00:00,Mistelbach,12
25.03.2020 00:00:00,Mödling,5
25.03.2020 00:00:00,Neunkirchen,22
25.03.2020 00:00:00,Sankt Pölten(Land),14
25.03.2020 00:00:00,Scheibbs,17
25.03.2020 00:00:00,Tulln,4
25.03.2020 00:00:00,Waidhofen an der Thaya,2
25.03.2020 00:00:00,Wiener Neustadt(Land),4
25.03.2020 00:00:00,Zwettl,2
25.03.2020 00:00:00,Linz(Stadt),15
25.03.2020 00:00:00,Steyr(Stadt),0
25.03.2020 00:00:00,Wels(Stadt),5
25.03.2020 00:00:00,Braunau am Inn,3
25.03.2020 00:00:00,Eferding,1
25.03.2020 00:00:00,Freistadt,10
25.03.2020 00:00:00,Gmunden,2
25.03.2020 00:00:00,Grieskirchen,5
25.03.2020 00:00:00,Kirchdorf an der Krems,2
25.03.2020 00:00:00,Linz-Land,8
25.03.2020 00:00:00,Perg,36
25.03.2020 00:00:00,Ried im Innkreis,0
25.03.2020 00:00:00,Rohrbach,10
25.03.2020 00:00:00,Schärding,3
25.03.2020 00:00:00,Steyr-Land,16
25.03.2020 00:00:00,Urfahr-Umgebung,23
25.03.2020 00:00:00,Vöcklabruck,15
25.03.2020 00:00:00,Wels-Land,4
25.03.2020 00:00:00,Salzburg(Stadt),10
25.03.2020 00:00:00,Hallein,2
25.03.2020 00:00:00,Salzburg-Umgebung,12
25.03.2020 00:00:00,Sankt Johann im Pongau,28
25.03.2020 00:00:00,Tamsweg,2
25.03.2020 00:00:00,Zell am See,12
25.03.2020 00:00:00,Graz(Stadt),14
25.03.2020 00:00:00,Deutschlandsberg,4
25.03.2020 00:00:00,Graz-Umgebung,11
25.03.2020 00:00:00,Leibnitz,4
25.03.2020 00:00:00,Leoben,1
25.03.2020 00:00:00,Liezen,2
25.03.2020 00:00:00,Murau,0
25.03.2020 00:00:00,Voitsberg,5
25.03.2020 00:00:00,Weiz,1
25.03.2020 00:00:00,Murtal,1
25.03.2020 00:00:00,Bruck-Mürzzuschlag,2
25.03.2020 00:00:00,Hartberg-Fürstenfeld,4
25.03.2020 00:00:00,Südoststeiermark,2
25.03.2020 00:00:00,Innsbruck-Stadt,26
25.03.2020 00:00:00,Imst,14
25.03.2020 00:00:00,Innsbruck-Land,31
25.03.2020 00:00:00,Kitzbühel,28
25.03.2020 00:00:00,Kufstein,35
25.03.2020 00:00:00,Landeck,56
25.03.2020 00:00:00,Lienz,3
25.03.2020 00:00:00,Reutte,1
25.03.2020 00:00:00,Schwaz,17
25.03.2020 00:00:00,Bludenz,9
25.03.2020 00:00:00,Bregenz,5
25.03.2020 00:00:00,Dornbirn,4
25.03.2020 00:00:00,Feldkirch,3
25.03.2020 00:00:00,Wien,70
26.03.2020 00:00:00,Eisenstadt(Stadt),1
26.03.2020 00:00:00,Rust(Stadt),0
26.03.2020 00:00:00,Eisenstadt-Umgebung,3
26.03.2020 00:00:00,Güssing,3
26.03.2020 00:00:00,Jennersdorf,1
26.03.2020 00:00:00,Mattersburg,7
26.03.2020 00:00:00,Neusiedl am See,2
26.03.2020 00:00:00,Oberpullendorf,2
26.03.2020 00:00:00,Oberwart,12
26.03.2020 00:00:00,Klagenfurt Stadt,2
26.03.2020 00:00:00,Villach Stadt,2
26.03.2020 00:00:00,Hermagor,0
26.03.2020 00:00:00,Klagenfurt Land,4
26.03.2020 00:00:00,Sankt Veit an der Glan,5
26.03.2020 00:00:00,Spittal an der Drau,5
26.03.2020 00:00:00,Villach Land,2
26.03.2020 00:00:00,Völkermarkt,3
26.03.2020 00:00:00,Wolfsberg,0
26.03.2020 00:00:00,Feldkirchen,2
26.03.2020 00:00:00,Krems an der Donau(Stadt),4
26.03.2020 00:00:00,Sankt Pölten(Stadt),6
26.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),5
26.03.2020 00:00:00,Wiener Neustadt(Stadt),4
26.03.2020 00:00:00,Amstetten,22
26.03.2020 00:00:00,Baden,5
26.03.2020 00:00:00,Bruck an der Leitha,0
26.03.2020 00:00:00,Gänserndorf,10
26.03.2020 00:00:00,Gmünd,0
26.03.2020 00:00:00,Hollabrunn,6
26.03.2020 00:00:00,Horn,2
26.03.2020 00:00:00,Korneuburg,8
26.03.2020 00:00:00,Krems(Land),22
26.03.2020 00:00:00,Lilienfeld,2
26.03.2020 00:00:00,Melk,7
26.03.2020 00:00:00,Mistelbach,9
26.03.2020 00:00:00,Mödling,9
26.03.2020 00:00:00,Neunkirchen,6
26.03.2020 00:00:00,Sankt Pölten(Land),23
26.03.2020 00:00:00,Scheibbs,16
26.03.2020 00:00:00,Tulln,13
26.03.2020 00:00:00,Waidhofen an der Thaya,1
26.03.2020 00:00:00,Wiener Neustadt(Land),3
26.03.2020 00:00:00,Zwettl,6
26.03.2020 00:00:00,Linz(Stadt),22
26.03.2020 00:00:00,Steyr(Stadt),0
26.03.2020 00:00:00,Wels(Stadt),5
26.03.2020 00:00:00,Braunau am Inn,12
26.03.2020 00:00:00,Eferding,9
26.03.2020 00:00:00,Freistadt,3
26.03.2020 00:00:00,Gmunden,3
26.03.2020 00:00:00,Grieskirchen,2
26.03.2020 00:00:00,Kirchdorf an der Krems,6
26.03.2020 00:00:00,Linz-Land,12
26.03.2020 00:00:00,Perg,19
26.03.2020 00:00:00,Ried im Innkreis,1
26.03.2020 00:00:00,Rohrbach,7
26.03.2020 00:00:00,Schärding,7
26.03.2020 00:00:00,Steyr-Land,12
26.03.2020 00:00:00,Urfahr-Umgebung,9
26.03.2020 00:00:00,Vöcklabruck,11
26.03.2020 00:00:00,Wels-Land,6
26.03.2020 00:00:00,Salzburg(Stadt),4
26.03.2020 00:00:00,Hallein,5
26.03.2020 00:00:00,Salzburg-Umgebung,11
26.03.2020 00:00:00,Sankt Johann im Pongau,57
26.03.2020 00:00:00,Tamsweg,0
26.03.2020 00:00:00,Zell am See,42
26.03.2020 00:00:00,Graz(Stadt),16
26.03.2020 00:00:00,Deutschlandsberg,2
26.03.2020 00:00:00,Graz-Umgebung,9
26.03.2020 00:00:00,Leibnitz,6
26.03.2020 00:00:00,Leoben,4
26.03.2020 00:00:00,Liezen,7
26.03.2020 00:00:00,Murau,0
26.03.2020 00:00:00,Voitsberg,7
26.03.2020 00:00:00,Weiz,12
26.03.2020 00:00:00,Murtal,3
26.03.2020 00:00:00,Bruck-Mürzzuschlag,5
26.03.2020 00:00:00,Hartberg-Fürstenfeld,34
26.03.2020 00:00:00,Südoststeiermark,4
26.03.2020 00:00:00,Innsbruck-Stadt,23
26.03.2020 00:00:00,Imst,15
26.03.2020 00:00:00,Innsbruck-Land,35
26.03.2020 00:00:00,Kitzbühel,11
26.03.2020 00:00:00,Kufstein,20
26.03.2020 00:00:00,Landeck,42
26.03.2020 00:00:00,Lienz,14
26.03.2020 00:00:00,Reutte,5
26.03.2020 00:00:00,Schwaz,35
26.03.2020 00:00:00,Bludenz,13
26.03.2020 00:00:00,Bregenz,12
26.03.2020 00:00:00,Dornbirn,10
26.03.2020 00:00:00,Feldkirch,8
26.03.2020 00:00:00,Wien,195
27.03.2020 00:00:00,Eisenstadt(Stadt),1
27.03.2020 00:00:00,Rust(Stadt),0
27.03.2020 00:00:00,Eisenstadt-Umgebung,1
27.03.2020 00:00:00,Güssing,2
27.03.2020 00:00:00,Jennersdorf,2
27.03.2020 00:00:00,Mattersburg,3
27.03.2020 00:00:00,Neusiedl am See,4
27.03.2020 00:00:00,Oberpullendorf,3
27.03.2020 00:00:00,Oberwart,8
27.03.2020 00:00:00,Klagenfurt Stadt,4
27.03.2020 00:00:00,Villach Stadt,3
27.03.2020 00:00:00,Hermagor,0
27.03.2020 00:00:00,Klagenfurt Land,1
27.03.2020 00:00:00,Sankt Veit an der Glan,2
27.03.2020 00:00:00,Spittal an der Drau,1
27.03.2020 00:00:00,Villach Land,2
27.03.2020 00:00:00,Völkermarkt,1
27.03.2020 00:00:00,Wolfsberg,6
27.03.2020 00:00:00,Feldkirchen,1
27.03.2020 00:00:00,Krems an der Donau(Stadt),5
27.03.2020 00:00:00,Sankt Pölten(Stadt),11
27.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),3
